respondent_id,xyz_vaccine,seasonal_vaccine
27975,0.06,0.13
27976,0.12,0.2
27977,0.08,0.24
27978,0.13,0.42
27979,0.28,0.87
27980,0.02,0.07
27981,0.08,0.28
27982,0.19,0.67
27983,0.77,0.93
27984,0.14,0.42
27985,0.05,0.89
27986,0.51,0.79
27987,0.2,0.38
27988,0.01,0.69
27989,0.19,0.42
27990,0.12,0.52
27991,0.21,0.45
27992,0.0,0.04
27993,0.13,0.11
27994,0.4,0.84
27995,0.12,0.81
27996,0.05,0.05
27997,0.13,0.11
27998,0.23,0.7
27999,0.48,0.77
28000,0.0,0.15
28001,0.04,0.09
28002,0.05,0.05
28003,0.06,0.49
28004,0.1,0.45
28005,0.19,0.46
28006,0.18,0.25
28007,0.19,0.55
28008,0.01,0.7
28009,0.08,0.35
28010,0.02,0.11
28011,0.08,0.65
28012,0.65,0.78
28013,0.4,0.8
28014,0.05,0.15
28015,0.47,0.66
28016,0.35,0.81
28017,0.09,0.47
28018,0.03,0.72
28019,0.04,0.1
28020,0.05,0.1
28021,0.21,0.39
28022,0.41,0.59
28023,0.38,0.54
28024,0.02,0.35
28025,0.48,0.67
28026,0.1,0.19
28027,0.35,0.79
28028,0.25,0.85
28029,0.36,0.53
28030,0.58,0.85
28031,0.03,0.13
28032,0.11,0.64
28033,0.33,0.17
28034,0.54,0.66
28035,0.09,0.3
28036,0.14,0.33
28037,0.16,0.58
28038,0.04,0.1
28039,0.1,0.37
28040,0.38,0.93
28041,0.13,0.81
28042,0.1,0.11
28043,0.5,0.78
28044,0.18,0.34
28045,0.17,0.47
28046,0.02,0.43
28047,0.27,0.83
28048,0.05,0.19
28049,0.1,0.87
28050,0.06,0.26
28051,0.15,0.84
28052,0.47,0.83
28053,0.01,0.24
28054,0.33,0.3
28055,0.09,0.27
28056,0.51,0.98
28057,0.12,0.84
28058,0.06,0.31
28059,0.04,0.28
28060,0.05,0.28
28061,0.17,0.26
28062,0.29,0.51
28063,0.15,0.12
28064,0.08,0.69
28065,0.11,0.24
28066,0.17,0.59
28067,0.18,0.87
28068,0.17,0.28
28069,0.09,0.57
28070,0.14,0.51
28071,0.32,0.62
28072,0.18,0.37
28073,0.0,0.04
28074,0.36,0.36
28075,0.12,0.23
28076,0.15,0.55
28077,0.11,0.28
28078,0.15,0.63
28079,0.34,0.8
28080,0.14,0.11
28081,0.2,0.77
28082,0.16,0.63
28083,0.06,0.07
28084,0.06,0.08
28085,0.5,0.47
28086,0.23,0.77
28087,0.06,0.73
28088,0.28,0.49
28089,0.05,0.19
28090,0.05,0.43
28091,0.09,0.15
28092,0.02,0.1
28093,0.08,0.45
28094,0.04,0.52
28095,0.71,0.86
28096,0.39,0.66
28097,0.04,0.07
28098,0.22,0.54
28099,0.12,0.18
28100,0.03,0.19
28101,0.3,0.86
28102,0.13,0.18
28103,0.14,0.85
28104,0.16,0.83
28105,0.02,0.06
28106,0.07,0.3
28107,0.1,0.12
28108,0.37,0.7
28109,0.04,0.27
28110,0.17,0.83
28111,0.14,0.36
28112,0.43,0.65
28113,0.13,0.72
28114,0.04,0.09
28115,0.1,0.25
28116,0.06,0.27
28117,0.09,0.14
28118,0.1,0.14
28119,0.54,0.74
28120,0.47,0.88
28121,0.53,0.83
28122,0.07,0.06
28123,0.18,0.17
28124,0.14,0.26
28125,0.26,0.5
28126,0.34,0.53
28127,0.08,0.36
28128,0.06,0.02
28129,0.52,0.92
28130,0.09,0.26
28131,0.14,0.27
28132,0.58,0.93
28133,0.17,0.99
28134,0.24,0.41
28135,0.26,0.74
28136,0.14,0.75
28137,0.05,0.13
28138,0.16,0.79
28139,0.55,0.88
28140,0.66,0.71
28141,0.01,0.05
28142,0.04,0.09
28143,0.32,0.38
28144,0.18,0.74
28145,0.2,0.49
28146,0.06,0.13
28147,0.14,0.53
28148,0.42,0.5
28149,0.08,0.21
28150,0.27,0.62
28151,0.16,0.61
28152,0.21,0.41
28153,0.07,0.11
28154,0.11,0.12
28155,0.03,0.74
28156,0.06,0.47
28157,0.09,0.24
28158,0.42,0.91
28159,0.26,0.74
28160,0.11,0.14
28161,0.19,0.59
28162,0.24,0.72
28163,0.07,0.3
28164,0.23,0.74
28165,0.06,0.31
28166,0.63,0.98
28167,0.17,0.36
28168,0.42,0.77
28169,0.09,0.26
28170,0.14,0.5
28171,0.19,0.38
28172,0.09,0.61
28173,0.02,0.23
28174,0.03,0.16
28175,0.17,0.72
28176,0.07,0.11
28177,0.15,0.21
28178,0.16,0.92
28179,0.19,0.3
28180,0.15,0.19
28181,0.12,0.42
28182,0.08,0.52
28183,0.14,0.11
28184,0.05,0.07
28185,0.3,0.38
28186,0.05,0.39
28187,0.32,0.5
28188,0.11,0.26
28189,0.04,0.13
28190,0.09,0.38
28191,0.0,0.01
28192,0.05,0.19
28193,0.07,0.96
28194,0.07,0.37
28195,0.32,0.78
28196,0.69,0.92
28197,0.08,0.53
28198,0.65,0.85
28199,0.19,0.45
28200,0.04,0.24
28201,0.1,0.28
28202,0.1,0.67
28203,0.59,0.87
28204,0.06,0.19
28205,0.33,0.36
28206,0.13,0.3
28207,0.38,0.63
28208,0.08,0.13
28209,0.5,0.53
28210,0.04,0.15
28211,0.64,0.53
28212,0.49,0.73
28213,0.62,0.68
28214,0.02,0.16
28215,0.33,0.59
28216,0.13,0.25
28217,0.0,0.1
28218,0.62,0.65
28219,0.13,0.15
28220,0.07,0.24
28221,0.12,0.25
28222,0.24,0.73
28223,0.35,0.88
28224,0.17,0.15
28225,0.19,0.52
28226,0.01,0.07
28227,0.16,1.0
28228,0.12,0.51
28229,0.68,0.81
28230,0.03,0.02
28231,0.66,0.85
28232,0.37,0.47
28233,0.18,0.41
28234,0.55,0.89
28235,0.1,0.25
28236,0.08,0.14
28237,0.26,0.17
28238,0.25,0.79
28239,0.16,0.41
28240,0.4,0.37
28241,0.03,0.09
28242,0.32,0.77
28243,0.11,0.35
28244,0.15,0.7
28245,0.14,0.45
28246,0.05,0.14
28247,0.33,0.28
28248,0.19,0.52
28249,0.03,0.48
28250,0.25,0.64
28251,0.3,0.74
28252,0.12,0.19
28253,0.42,0.76
28254,0.18,0.18
28255,0.24,0.47
28256,0.63,0.63
28257,0.04,0.08
28258,0.19,0.17
28259,0.09,0.78
28260,0.35,0.46
28261,0.33,0.6
28262,0.08,0.18
28263,0.09,0.52
28264,0.5,0.71
28265,0.1,0.64
28266,0.02,0.11
28267,0.16,0.38
28268,0.07,0.16
28269,0.13,0.11
28270,0.26,0.7
28271,0.63,0.52
28272,0.1,0.6
28273,0.19,0.45
28274,0.67,0.88
28275,0.17,0.55
28276,0.26,0.57
28277,0.02,0.09
28278,0.38,0.73
28279,0.5,0.68
28280,0.03,0.14
28281,0.0,0.08
28282,0.02,0.08
28283,0.19,0.3
28284,0.47,0.49
28285,0.23,0.58
28286,0.09,0.47
28287,0.06,0.13
28288,0.24,0.39
28289,0.02,0.02
28290,0.12,0.15
28291,0.59,0.91
28292,0.16,0.41
28293,0.09,0.17
28294,0.52,0.83
28295,0.09,0.52
28296,0.3,0.41
28297,0.07,0.1
28298,0.15,0.81
28299,0.12,0.32
28300,0.06,0.35
28301,0.05,0.15
28302,0.05,0.33
28303,0.88,0.94
28304,0.07,0.42
28305,0.16,0.18
28306,0.04,0.02
28307,0.31,0.9
28308,0.43,0.93
28309,0.01,0.23
28310,0.24,0.42
28311,0.19,0.89
28312,0.04,0.54
28313,0.08,0.3
28314,0.11,0.45
28315,0.68,0.98
28316,0.15,0.36
28317,0.05,0.07
28318,0.05,0.2
28319,0.01,0.16
28320,0.51,0.81
28321,0.16,0.85
28322,0.39,0.49
28323,0.27,0.61
28324,0.04,0.91
28325,0.12,0.67
28326,0.32,0.57
28327,0.61,0.79
28328,0.4,0.41
28329,0.26,0.57
28330,0.28,0.37
28331,0.03,0.02
28332,0.02,0.06
28333,0.1,0.23
28334,0.05,0.18
28335,0.04,0.14
28336,0.41,0.71
28337,0.09,0.2
28338,0.09,0.24
28339,0.82,0.89
28340,0.31,0.45
28341,0.46,0.88
28342,0.21,0.22
28343,0.59,0.78
28344,0.13,0.47
28345,0.22,0.48
28346,0.19,0.75
28347,0.24,0.65
28348,0.05,0.54
28349,0.06,0.09
28350,0.76,0.92
28351,0.09,0.61
28352,0.22,0.67
28353,0.38,0.68
28354,0.04,0.1
28355,0.28,0.61
28356,0.14,0.58
28357,0.05,0.13
28358,0.35,0.55
28359,0.16,0.87
28360,0.36,0.79
28361,0.12,0.36
28362,0.18,0.88
28363,0.53,0.56
28364,0.61,0.96
28365,0.05,0.08
28366,0.08,0.18
28367,0.02,0.43
28368,0.5,0.79
28369,0.04,0.04
28370,0.24,0.59
28371,0.17,0.28
28372,0.04,0.15
28373,0.16,0.2
28374,0.11,0.12
28375,0.21,0.45
28376,0.1,0.43
28377,0.08,0.25
28378,0.04,0.09
28379,0.01,0.33
28380,0.12,0.29
28381,0.74,0.9
28382,0.05,0.26
28383,0.04,0.23
28384,0.05,0.3
28385,0.59,0.91
28386,0.28,0.53
28387,0.24,0.86
28388,0.43,0.66
28389,0.04,0.1
28390,0.65,0.95
28391,0.4,0.18
28392,0.29,0.64
28393,0.14,0.8
28394,0.08,0.5
28395,0.09,0.79
28396,0.01,0.28
28397,0.15,0.43
28398,0.06,0.19
28399,0.79,0.9
28400,0.15,0.8
28401,0.11,0.11
28402,0.13,0.36
28403,0.26,0.63
28404,0.18,0.69
28405,0.07,0.26
28406,0.12,0.11
28407,0.6,0.64
28408,0.11,0.91
28409,0.04,0.13
28410,0.52,0.69
28411,0.33,0.37
28412,0.66,0.81
28413,0.14,0.24
28414,0.88,0.92
28415,0.03,0.18
28416,0.05,0.15
28417,0.03,0.08
28418,0.56,0.62
28419,0.69,0.82
28420,0.64,0.81
28421,0.08,0.36
28422,0.05,0.19
28423,0.05,0.1
28424,0.31,0.37
28425,0.05,0.09
28426,0.13,0.56
28427,0.34,0.41
28428,0.07,0.7
28429,0.16,0.07
28430,0.57,0.73
28431,0.79,0.77
28432,0.05,0.22
28433,0.19,0.35
28434,0.05,0.63
28435,0.28,0.71
28436,0.14,0.15
28437,0.08,0.31
28438,0.03,0.09
28439,0.06,0.12
28440,0.08,0.89
28441,0.7,0.9
28442,0.03,0.86
28443,0.69,0.92
28444,0.2,0.5
28445,0.12,0.3
28446,0.03,0.28
28447,0.12,0.68
28448,0.41,0.4
28449,0.06,0.51
28450,0.05,0.41
28451,0.07,0.27
28452,0.02,0.06
28453,0.11,0.39
28454,0.12,0.26
28455,0.71,0.85
28456,0.12,0.38
28457,0.24,0.56
28458,0.04,0.4
28459,0.03,0.05
28460,0.01,0.07
28461,0.2,0.26
28462,0.01,0.2
28463,0.45,0.32
28464,0.06,0.65
28465,0.62,0.49
28466,0.16,0.15
28467,0.4,0.73
28468,0.1,0.3
28469,0.18,0.23
28470,0.04,0.11
28471,0.07,0.7
28472,0.18,0.55
28473,0.04,0.11
28474,0.08,0.43
28475,0.42,0.62
28476,0.12,0.25
28477,0.06,0.07
28478,0.33,0.48
28479,0.46,0.47
28480,0.05,0.46
28481,0.05,0.47
28482,0.41,0.83
28483,0.05,0.4
28484,0.07,0.53
28485,0.01,0.09
28486,0.02,0.05
28487,0.04,0.12
28488,0.26,0.79
28489,0.38,0.45
28490,0.08,0.59
28491,0.15,0.6
28492,0.19,0.6
28493,0.14,0.11
28494,0.45,0.56
28495,0.05,0.3
28496,0.23,0.89
28497,0.07,0.2
28498,0.06,0.35
28499,0.15,0.57
28500,0.11,0.22
28501,0.12,0.61
28502,0.06,0.3
28503,0.3,0.34
28504,0.07,0.23
28505,0.03,0.09
28506,0.6,0.81
28507,0.03,0.16
28508,0.55,0.8
28509,0.16,0.46
28510,0.27,0.54
28511,0.19,0.82
28512,0.12,0.22
28513,0.15,0.34
28514,0.17,0.43
28515,0.1,0.21
28516,0.17,0.27
28517,0.04,0.17
28518,0.03,0.42
28519,0.1,0.4
28520,0.12,0.11
28521,0.13,0.81
28522,0.4,0.8
28523,0.29,0.33
28524,0.33,0.41
28525,0.08,0.24
28526,0.11,0.15
28527,0.11,0.3
28528,0.41,0.68
28529,0.04,0.17
28530,0.18,0.87
28531,0.04,0.12
28532,0.09,0.12
28533,0.04,0.12
28534,0.03,0.07
28535,0.01,0.09
28536,0.25,0.72
28537,0.07,0.49
28538,0.55,0.73
28539,0.02,0.14
28540,0.14,0.96
28541,0.36,0.64
28542,0.04,0.1
28543,0.17,0.29
28544,0.3,0.71
28545,0.18,0.67
28546,0.11,0.31
28547,0.11,0.6
28548,0.01,0.07
28549,0.06,0.15
28550,0.11,0.38
28551,0.29,0.68
28552,0.27,0.32
28553,0.1,0.25
28554,0.1,0.62
28555,0.25,0.48
28556,0.08,0.18
28557,0.29,0.84
28558,0.1,0.46
28559,0.1,0.17
28560,0.09,0.59
28561,0.36,0.87
28562,0.19,0.23
28563,0.06,0.22
28564,0.08,0.13
28565,0.25,0.44
28566,0.1,0.62
28567,0.01,0.07
28568,0.14,0.42
28569,0.35,0.66
28570,0.05,0.23
28571,0.08,0.26
28572,0.0,0.1
28573,0.77,0.98
28574,0.11,0.45
28575,0.46,0.75
28576,0.13,0.2
28577,0.1,0.9
28578,0.02,0.04
28579,0.18,0.67
28580,0.15,0.57
28581,0.06,0.51
28582,0.24,0.55
28583,0.09,0.76
28584,0.18,0.74
28585,0.27,0.43
28586,0.03,0.17
28587,0.42,0.79
28588,0.14,0.51
28589,0.77,0.86
28590,0.1,0.25
28591,0.64,0.97
28592,0.91,0.93
28593,0.27,0.74
28594,0.13,0.19
28595,0.06,0.69
28596,0.04,0.18
28597,0.15,0.83
28598,0.05,0.21
28599,0.15,0.26
28600,0.09,0.3
28601,0.17,0.72
28602,0.46,0.56
28603,0.23,0.27
28604,0.24,0.37
28605,0.04,0.09
28606,0.18,0.36
28607,0.1,0.11
28608,0.15,0.25
28609,0.41,0.63
28610,0.14,0.33
28611,0.12,0.14
28612,0.15,0.84
28613,0.15,0.25
28614,0.05,0.13
28615,0.06,0.27
28616,0.08,0.37
28617,0.04,0.07
28618,0.11,0.11
28619,0.43,0.42
28620,0.35,0.44
28621,0.04,0.8
28622,0.52,0.63
28623,0.14,0.38
28624,0.07,0.36
28625,0.26,0.25
28626,0.21,0.72
28627,0.52,0.74
28628,0.22,0.47
28629,0.02,0.11
28630,0.8,0.87
28631,0.21,0.44
28632,0.06,0.36
28633,0.29,0.45
28634,0.43,0.54
28635,0.42,0.92
28636,0.19,0.56
28637,0.5,0.79
28638,0.18,0.2
28639,0.09,0.8
28640,0.08,0.6
28641,0.09,0.46
28642,0.18,0.35
28643,0.07,0.29
28644,0.17,0.43
28645,0.11,0.48
28646,0.16,0.3
28647,0.01,0.29
28648,0.11,0.36
28649,0.39,0.39
28650,0.18,0.2
28651,0.57,0.82
28652,0.09,0.07
28653,0.05,0.58
28654,0.1,0.69
28655,0.24,0.68
28656,0.52,0.71
28657,0.15,0.26
28658,0.67,0.96
28659,0.08,0.07
28660,0.48,0.28
28661,0.43,0.67
28662,0.06,0.12
28663,0.15,0.37
28664,0.37,0.71
28665,0.23,0.42
28666,0.13,0.18
28667,0.22,0.34
28668,0.09,0.32
28669,0.47,0.81
28670,0.2,0.14
28671,0.14,0.11
28672,0.08,0.58
28673,0.2,0.66
28674,0.15,0.22
28675,0.55,0.94
28676,0.09,0.4
28677,0.17,0.89
28678,0.0,0.07
28679,0.32,0.52
28680,0.11,0.39
28681,0.32,0.65
28682,0.61,0.92
28683,0.11,0.37
28684,0.03,0.09
28685,0.07,0.32
28686,0.24,0.87
28687,0.04,0.05
28688,0.33,0.71
28689,0.36,0.9
28690,0.17,0.38
28691,0.34,0.55
28692,0.11,0.75
28693,0.06,0.86
28694,0.1,0.7
28695,0.2,0.69
28696,0.1,0.31
28697,0.11,0.42
28698,0.78,0.71
28699,0.03,0.1
28700,0.16,0.83
28701,0.14,0.39
28702,0.04,0.38
28703,0.16,0.6
28704,0.38,0.75
28705,0.24,0.77
28706,0.26,0.28
28707,0.11,0.3
28708,0.18,0.2
28709,0.06,0.12
28710,0.67,0.94
28711,0.51,0.9
28712,0.08,0.25
28713,0.11,0.28
28714,0.44,0.35
28715,0.37,0.84
28716,0.07,0.07
28717,0.08,0.57
28718,0.08,0.55
28719,0.05,0.08
28720,0.04,0.22
28721,0.01,0.22
28722,0.24,0.48
28723,0.13,0.82
28724,0.07,0.65
28725,0.32,0.67
28726,0.11,0.28
28727,0.2,0.36
28728,0.2,0.22
28729,0.36,0.8
28730,0.35,0.64
28731,0.06,0.48
28732,0.08,0.11
28733,0.15,0.21
28734,0.14,0.27
28735,0.16,0.33
28736,0.11,0.08
28737,0.15,0.77
28738,0.05,0.91
28739,0.33,0.63
28740,0.35,0.74
28741,0.07,0.43
28742,0.13,0.18
28743,0.1,0.27
28744,0.06,0.76
28745,0.17,0.88
28746,0.22,0.15
28747,0.1,0.77
28748,0.73,0.82
28749,0.07,0.36
28750,0.12,0.36
28751,0.19,0.67
28752,0.22,0.37
28753,0.26,0.08
28754,0.43,0.69
28755,0.3,0.75
28756,0.09,0.22
28757,0.12,0.39
28758,0.04,0.11
28759,0.12,0.52
28760,0.05,0.2
28761,0.25,0.59
28762,0.26,0.78
28763,0.27,0.39
28764,0.51,0.71
28765,0.17,0.64
28766,0.14,0.74
28767,0.13,0.48
28768,0.03,0.07
28769,0.18,0.48
28770,0.14,0.64
28771,0.37,0.76
28772,0.11,0.65
28773,0.12,0.29
28774,0.64,0.93
28775,0.07,0.52
28776,0.11,0.54
28777,0.06,0.32
28778,0.22,0.43
28779,0.61,0.91
28780,0.03,0.06
28781,0.32,0.73
28782,0.11,0.89
28783,0.2,0.33
28784,0.02,0.37
28785,0.13,0.54
28786,0.07,0.06
28787,0.09,0.23
28788,0.04,0.2
28789,0.46,0.54
28790,0.39,0.76
28791,0.86,0.96
28792,0.29,0.71
28793,0.55,0.94
28794,0.03,0.11
28795,0.19,0.22
28796,0.03,0.04
28797,0.61,0.74
28798,0.07,0.81
28799,0.18,0.23
28800,0.15,0.24
28801,0.13,0.17
28802,0.3,0.25
28803,0.06,0.85
28804,0.09,0.9
28805,0.04,0.11
28806,0.48,0.64
28807,0.16,0.24
28808,0.11,0.17
28809,0.11,0.76
28810,0.09,0.3
28811,0.1,0.83
28812,0.02,0.12
28813,0.09,0.23
28814,0.16,0.36
28815,0.1,0.13
28816,0.16,0.45
28817,0.06,0.43
28818,0.06,0.33
28819,0.14,0.68
28820,0.01,0.18
28821,0.05,0.09
28822,0.1,0.12
28823,0.11,0.74
28824,0.51,0.8
28825,0.07,0.36
28826,0.2,0.37
28827,0.58,0.76
28828,0.19,0.31
28829,0.1,0.09
28830,0.05,0.61
28831,0.01,0.16
28832,0.08,0.49
28833,0.1,0.36
28834,0.42,0.75
28835,0.25,0.46
28836,0.16,0.58
28837,0.75,0.77
28838,0.32,0.67
28839,0.38,0.76
28840,0.16,0.49
28841,0.08,0.28
28842,0.21,0.28
28843,0.44,0.79
28844,0.02,0.18
28845,0.03,0.08
28846,0.58,0.73
28847,0.07,0.04
28848,0.3,0.52
28849,0.3,0.53
28850,0.15,0.22
28851,0.16,0.2
28852,0.42,0.84
28853,0.01,0.11
28854,0.18,0.84
28855,0.14,0.22
28856,0.05,0.54
28857,0.12,0.43
28858,0.28,0.79
28859,0.08,0.19
28860,0.16,0.3
28861,0.53,0.69
28862,0.25,0.53
28863,0.19,0.88
28864,0.39,0.54
28865,0.08,0.8
28866,0.24,0.25
28867,0.11,0.24
28868,0.03,0.05
28869,0.03,0.21
28870,0.16,0.22
28871,0.11,0.11
28872,0.02,0.64
28873,0.01,0.08
28874,0.07,0.57
28875,0.08,0.79
28876,0.16,0.55
28877,0.0,0.09
28878,0.04,0.1
28879,0.07,0.68
28880,0.35,0.6
28881,0.27,0.22
28882,0.51,0.7
28883,0.43,0.51
28884,0.43,0.23
28885,0.14,0.37
28886,0.08,0.19
28887,0.03,0.14
28888,0.12,0.26
28889,0.1,0.22
28890,0.05,0.7
28891,0.05,0.13
28892,0.08,0.23
28893,0.25,0.63
28894,0.03,0.15
28895,0.09,0.25
28896,0.15,0.32
28897,0.46,0.82
28898,0.11,0.35
28899,0.19,0.6
28900,0.31,0.39
28901,0.15,0.82
28902,0.3,0.32
28903,0.17,0.16
28904,0.12,0.71
28905,0.31,0.76
28906,0.04,0.8
28907,0.04,0.07
28908,0.53,0.85
28909,0.37,0.58
28910,0.14,0.69
28911,0.16,0.43
28912,0.08,0.9
28913,0.27,0.41
28914,0.38,0.86
28915,0.1,0.19
28916,0.2,0.63
28917,0.07,0.66
28918,0.76,0.89
28919,0.11,0.59
28920,0.39,0.62
28921,0.23,0.66
28922,0.23,0.4
28923,0.56,0.8
28924,0.07,0.84
28925,0.37,0.69
28926,0.2,0.28
28927,0.11,0.19
28928,0.54,0.71
28929,0.09,0.15
28930,0.01,0.15
28931,0.21,0.55
28932,0.59,0.44
28933,0.03,0.02
28934,0.51,0.6
28935,0.4,0.64
28936,0.06,0.26
28937,0.49,0.57
28938,0.04,0.22
28939,0.15,0.62
28940,0.35,0.41
28941,0.41,0.77
28942,0.1,0.18
28943,0.25,0.44
28944,0.12,0.21
28945,0.03,0.23
28946,0.25,0.48
28947,0.06,0.15
28948,0.21,0.68
28949,0.15,0.35
28950,0.13,0.97
28951,0.11,0.12
28952,0.04,0.44
28953,0.21,0.89
28954,0.18,0.36
28955,0.04,0.83
28956,0.2,0.47
28957,0.06,0.28
28958,0.15,0.29
28959,0.36,0.51
28960,0.13,0.64
28961,0.11,0.23
28962,0.24,0.27
28963,0.15,0.3
28964,0.06,0.6
28965,0.38,0.25
28966,0.14,0.17
28967,0.85,0.99
28968,0.24,0.81
28969,0.08,0.2
28970,0.1,0.12
28971,0.22,0.54
28972,0.12,0.86
28973,0.09,0.44
28974,0.08,0.02
28975,0.08,0.31
28976,0.13,0.64
28977,0.17,0.22
28978,0.06,0.3
28979,0.16,0.7
28980,0.01,0.19
28981,0.58,0.74
28982,0.11,0.13
28983,0.0,0.03
28984,0.54,0.78
28985,0.23,0.46
28986,0.37,0.56
28987,0.07,0.24
28988,0.54,0.6
28989,0.3,0.93
28990,0.23,0.29
28991,0.32,0.63
28992,0.02,0.07
28993,0.11,0.31
28994,0.13,0.33
28995,0.3,0.75
28996,0.33,0.49
28997,0.06,0.16
28998,0.46,0.88
28999,0.12,0.43
29000,0.76,0.93
29001,0.04,0.27
29002,0.11,0.32
29003,0.67,0.78
29004,0.48,0.74
29005,0.17,0.83
29006,0.14,0.12
29007,0.18,0.71
29008,0.31,0.57
29009,0.15,0.56
29010,0.11,0.32
29011,0.17,0.34
29012,0.34,0.38
29013,0.06,0.3
29014,0.24,0.35
29015,0.04,0.08
29016,0.21,0.62
29017,0.07,0.78
29018,0.03,0.13
29019,0.17,0.59
29020,0.56,0.76
29021,0.36,0.6
29022,0.25,0.49
29023,0.6,0.79
29024,0.27,0.59
29025,0.07,0.16
29026,0.39,0.62
29027,0.54,0.79
29028,0.16,0.27
29029,0.05,0.38
29030,0.05,0.3
29031,0.06,0.15
29032,0.7,0.88
29033,0.09,0.33
29034,0.36,0.58
29035,0.06,0.31
29036,0.08,0.26
29037,0.1,0.95
29038,0.07,0.33
29039,0.19,0.54
29040,0.02,0.1
29041,0.44,0.53
29042,0.15,0.08
29043,0.08,0.26
29044,0.64,0.83
29045,0.15,0.42
29046,0.08,0.2
29047,0.17,0.23
29048,0.75,0.81
29049,0.28,0.86
29050,0.11,0.6
29051,0.38,0.55
29052,0.08,0.12
29053,0.06,0.59
29054,0.06,0.14
29055,0.25,0.79
29056,0.08,0.62
29057,0.19,0.9
29058,0.05,0.09
29059,0.08,0.22
29060,0.13,0.52
29061,0.11,0.6
29062,0.18,0.26
29063,0.73,0.77
29064,0.82,0.96
29065,0.18,0.18
29066,0.16,0.67
29067,0.78,0.91
29068,0.04,0.13
29069,0.09,0.89
29070,0.24,0.64
29071,0.55,0.5
29072,0.06,0.63
29073,0.16,0.24
29074,0.68,0.87
29075,0.19,0.63
29076,0.67,0.74
29077,0.08,0.89
29078,0.14,0.47
29079,0.58,0.55
29080,0.04,0.31
29081,0.15,0.88
29082,0.04,0.05
29083,0.1,0.15
29084,0.53,0.76
29085,0.24,0.76
29086,0.8,0.76
29087,0.2,0.36
29088,0.09,0.41
29089,0.02,0.05
29090,0.13,0.57
29091,0.32,0.79
29092,0.41,0.59
29093,0.54,0.76
29094,0.04,0.03
29095,0.18,0.57
29096,0.36,0.74
29097,0.08,0.16
29098,0.51,0.72
29099,0.66,0.77
29100,0.48,0.78
29101,0.32,0.69
29102,0.21,0.84
29103,0.39,0.65
29104,0.15,0.66
29105,0.61,0.86
29106,0.12,0.51
29107,0.14,0.28
29108,0.48,0.78
29109,0.14,0.38
29110,0.03,0.25
29111,0.67,0.76
29112,0.48,0.63
29113,0.13,0.24
29114,0.09,0.18
29115,0.08,0.12
29116,0.16,0.26
29117,0.25,0.47
29118,0.34,0.76
29119,0.92,0.96
29120,0.09,0.15
29121,0.11,0.13
29122,0.51,0.96
29123,0.24,0.3
29124,0.18,0.1
29125,0.02,0.57
29126,0.4,0.36
29127,0.42,0.69
29128,0.12,0.75
29129,0.03,0.07
29130,0.22,0.61
29131,0.0,0.06
29132,0.54,0.59
29133,0.17,0.53
29134,0.12,0.38
29135,0.2,0.89
29136,0.09,0.25
29137,0.16,0.59
29138,0.02,0.08
29139,0.02,0.27
29140,0.12,0.19
29141,0.19,0.16
29142,0.44,0.75
29143,0.17,0.25
29144,0.74,0.96
29145,0.46,0.54
29146,0.06,0.17
29147,0.13,0.83
29148,0.29,0.84
29149,0.22,0.73
29150,0.13,0.34
29151,0.12,0.25
29152,0.44,0.69
29153,0.07,0.13
29154,0.11,0.23
29155,0.23,0.87
29156,0.11,0.19
29157,0.05,0.04
29158,0.16,0.88
29159,0.18,0.7
29160,0.02,0.07
29161,0.42,0.67
29162,0.06,0.23
29163,0.04,0.15
29164,0.12,0.22
29165,0.66,0.86
29166,0.14,0.31
29167,0.11,0.08
29168,0.18,0.52
29169,0.68,0.73
29170,0.1,0.51
29171,0.2,0.55
29172,0.04,0.41
29173,0.1,0.34
29174,0.19,0.2
29175,0.46,0.67
29176,0.35,0.54
29177,0.19,0.46
29178,0.18,0.32
29179,0.06,0.39
29180,0.08,0.66
29181,0.18,0.36
29182,0.02,0.07
29183,0.4,0.49
29184,0.05,0.09
29185,0.44,0.4
29186,0.07,0.33
29187,0.11,0.19
29188,0.06,0.35
29189,0.03,0.12
29190,0.19,0.46
29191,0.1,0.22
29192,0.07,0.2
29193,0.11,0.23
29194,0.03,0.14
29195,0.22,0.68
29196,0.17,0.16
29197,0.1,0.17
29198,0.24,0.25
29199,0.09,0.32
29200,0.53,0.38
29201,0.07,0.24
29202,0.4,0.59
29203,0.09,0.67
29204,0.13,0.81
29205,0.13,0.8
29206,0.27,0.81
29207,0.17,0.59
29208,0.21,0.99
29209,0.01,0.07
29210,0.05,0.09
29211,0.55,0.45
29212,0.01,0.02
29213,0.04,0.11
29214,0.21,0.81
29215,0.21,0.14
29216,0.52,0.75
29217,0.15,0.21
29218,0.66,0.88
29219,0.07,0.04
29220,0.1,0.72
29221,0.59,0.74
29222,0.02,0.15
29223,0.06,0.07
29224,0.55,0.42
29225,0.13,0.75
29226,0.2,0.29
29227,0.2,0.32
29228,0.64,0.81
29229,0.1,0.24
29230,0.44,0.42
29231,0.02,0.29
29232,0.19,0.38
29233,0.03,0.27
29234,0.01,0.05
29235,0.22,0.54
29236,0.63,0.81
29237,0.17,0.38
29238,0.67,0.88
29239,0.13,0.22
29240,0.32,0.59
29241,0.08,0.24
29242,0.15,0.78
29243,0.25,0.44
29244,0.53,0.81
